565 266
11 608
249 506
529 525
506 249
699 406
699 700
568 401
249 365
19 666
19 661
359 11
568 290
362 421
53 466
430 430
506 362
65 172
207 201
510 510
458 275
515 515
359 359
141 506
661 264
452 264
359 498
502 502
705 705
290 706
426 425
707 19
568 65
232 14
413 450
11 359
566 8
133 493
12 267
493 133
8 566
129 280
129 526
129 426
129 53
129 133
129 232
129 440
129 14
129 403
129 292
403 129
526 129
14 129
53 129
362 141
401 493
249 141
464 493
543 168
542 450
526 576
401 172
275 275
14 232
141 44
608 720
493 413
493 515
493 168
493 172
493 450
493 440
493 275
493 93
493 458
493 464
458 493
413 493
275 493
129 291
450 493
267 12
8 672
8 510
14 14
523 522
65 426
451 566
526 526
556 464
464 556
207 95
510 8
506 19
19 506
93 95
569 44
440 515
172 450
265 525
566 666
265 266
569 451
727 464
12 569
525 265
451 569
9 452
172 401
458 568
525 729
525 407
525 505
525 421
407 44
407 502
407 503
407 406
407 504
407 505
407 358
407 506
450 568
249 569
570 570
569 249
568 458
732 732
421 525
401 526
133 256
176 515
515 176
484 572
406 332
11 421
406 44
406 502
406 503
406 504
406 505
406 358
406 506
7 452
232 280
293 293
569 12
493 399
543 543
493 270
493 290
493 568
7 421
568 493
161 161
280 493
744 744
44 161
466 506
249 44
249 183
44 249
358 43
407 566
515 458
183 249
176 486
249 493
14 493
275 458
493 425
493 403
197 201
232 440
440 232
14 203
141 11
11 141
44 406
399 493
419 493
93 172
504 293
183 655
493 419
7 510
360 359
466 213
707 700
661 19
502 499
502 406
421 362
293 504
11 270
526 399
401 401
93 129
567 567
487 451
486 292
270 280
506 247
421 466
213 466
264 161
19 293
570 264
44 358
129 714
44 374
266 266
458 168
530 161
358 406
720 720
720 608
720 555
720 324
720 266
720 754
8 358
504 7
714 129
172 493
172 464
172 197
430 365
566 421
566 570
93 183
294 203
506 699
280 232
266 267
266 608
266 265
266 264
530 365
399 183
264 661
267 266
12 674
213 407
674 12
247 506
466 406
440 264
572 484
496 602
183 93
256 425
526 515
430 506
141 566
515 232
362 602
7 504
172 403
172 585
172 486
172 292
172 65
458 623
666 267
674 267
332 406
161 267
161 19
661 267
700 267
168 399
168 403
661 247
247 267
183 172
183 280
183 526
183 203
183 291
183 568
183 714
183 450
720 699
565 324
44 324
608 406
266 440
440 266
324 19
19 44
14 270
14 168
14 167
14 291
14 292
498 569
493 183
611 292
270 611
570 661
200 440
65 65
506 430
570 161
430 246
324 44
247 661
674 430
265 608
493 256
566 247
566 707
566 700
458 280
498 360
360 498
65 199
506 441
720 11
199 65
499 440
399 168
504 430
504 246
504 765
141 8
498 65
65 498
440 499
406 43
406 500
406 501
406 407
11 720
498 466
466 362
466 602
529 441
213 707
441 529
569 430
466 265
11 666
707 267
707 265
426 401
172 280
172 655
426 426
426 568
332 699
440 493
246 430
359 466
12 466
502 506
464 727
689 689
566 451
430 360
450 280
201 201
8 8
294 294
249 7
7 249
12 7
12 365
526 401
666 566
266 7
403 168
406 525
292 611
358 44
430 14
183 256
201 199
672 430
504 44
450 419
661 754
332 358
419 419
666 141
161 44
498 362
498 141
573 573
213 498
359 699
359 502
359 608
359 265
359 267
359 570
359 754
359 707
359 672
168 167
544 129
754 44
623 129
11 265
11 525
11 555
11 360
265 11
11 213
11 529
11 573
401 426
401 183
525 11
452 452
168 486
666 11
168 789
213 11
176 576
294 493
168 458
450 176
569 674
569 754
563 572
602 362
358 566
362 19
267 264
790 544
161 666
791 493
510 754
666 161
661 661
506 498
324 666
441 44
403 403
499 608
499 602
506 674
674 506
441 362
506 510
506 672
506 9
493 249
141 161
441 506
161 141
506 406
7 466
213 9
7 359
7 499
7 707
7 700
7 332
7 406
167 749
608 499
655 183
655 280
498 266
266 498
9 506
496 362
498 440
499 9
440 498
426 457
256 493
8 573
206 206
266 565
201 95
168 172
206 294
450 183
466 11
201 197
129 623
573 11
12 44
11 466
525 358
44 12
802 172
802 256
802 129
802 365
464 464
568 568
133 129
133 365
360 11
502 44
502 500
502 503
502 7
502 407
502 504
502 505
502 43
502 358
7 365
526 199
293 506
172 523
199 526
452 360
452 161
452 7
452 570
265 265
523 172
129 275
275 129
562 426
426 280
529 11
466 359
249 530
562 457
498 608
280 172
8 44
754 720
754 608
754 555
754 565
754 324
754 266
754 11
754 804
293 530
246 266
11 754
44 499
44 501
44 805
44 502
44 503
44 7
44 729
44 504
44 332
11 7
266 804
129 543
141 729
358 573
543 576
450 543
265 213
358 499
358 500
358 805
358 502
358 503
358 7
358 407
358 729
358 504
358 505
358 332
358 358
426 133
141 452
265 407
543 450
523 464
464 523
493 526
493 292
7 451
526 493
200 498
200 65
401 714
360 360
265 360
360 265
498 200
562 401
360 569
44 141
44 8
563 14
172 526
515 413
452 9
493 426
65 493
526 172
172 714
141 12
290 280
563 484
9 44
294 526
526 294
401 562
19 510
19 555
19 504
19 754
674 510
493 65
44 569
141 421
406 699
133 168
401 44
401 362
401 256
401 129
401 365
430 8
569 707
407 7
12 8
555 754
265 498
413 515
7 11
7 360
7 213
7 525
666 7
466 374
608 566
570 265
498 265
9 529
620 290
360 7
441 569
569 569
486 611
504 8
290 694
569 441
213 7
566 11
9 573
12 441
466 441
9 9
206 203
562 200
44 573
183 493
172 168
129 176
167 206
457 562
129 198
568 256
499 264
264 499
264 804
200 562
499 141
360 19
12 739
572 572
201 200
498 421
498 529
12 264
19 707
200 201
246 608
141 499
264 12
661 44
44 661
813 450
168 426
450 813
213 141
515 292
141 213
141 14
168 276
93 168
498 246
14 141
542 526
141 141
570 700
129 515
515 129
498 267
570 267
19 674
502 661
450 464
450 611
450 526
450 534
450 544
450 714
714 450
529 498
358 8
266 141
754 360
141 266
813 623
499 498
515 493
569 739
401 568
12 570
570 12
699 332
529 141
529 466
498 499
526 542
452 499
452 502
401 65
504 529
529 504
493 817
569 8
570 8
498 8
499 8
168 183
19 430
133 44
8 569
502 374
8 12
8 570
8 498
8 499
8 504
498 197
498 293
569 9
452 8
585 493
9 569
9 754
430 19
8 441
374 529
493 585
441 8
499 529
358 707
450 515
11 566
167 14
293 8
430 765
526 457
430 504
359 499
502 529
172 458
515 484
280 450
493 611
493 232
493 14
813 280
232 515
65 568
7 8
290 256
499 566
198 129
365 451
362 529
608 529
8 7
493 486
206 167
493 694
167 199
498 9
502 8
206 280
265 570
280 206
569 362
332 499
332 213
602 700
457 440
440 457
133 183
498 407
498 213
498 525
498 358
183 133
466 754
466 358
141 504
720 707
358 498
7 672
172 207
207 172
529 9
498 7
290 493
249 280
493 572
93 399
399 93
822 572
572 822
565 608
565 804
565 754
265 359
655 172
176 611
720 332
249 672
672 365
168 292
206 168
498 562
498 602
498 707
498 700
568 426
168 206
141 265
563 522
754 466
374 502
562 498
7 358
7 407
7 498
358 161
506 827
161 358
332 44
332 500
332 502
332 407
332 504
332 505
332 506
529 720
452 529
168 93
291 206
720 529
197 65
487 529
487 421
829 203
430 362
141 249
358 213
358 525
213 358
293 374
484 515
649 729
129 611
129 789
515 450
360 570
569 19
129 694
822 290
466 555
426 562
290 822
206 197
206 198
206 199
206 200
206 201
206 202
206 95
206 207
523 280
523 829
522 563
441 649
441 729
441 754
441 249
457 523
129 464
201 93
464 129
93 201
413 176
661 570
452 666
452 830
452 823
201 167
201 203
201 206
700 699
493 522
493 563
585 544
526 450
522 493
542 172
542 401
93 280
266 466
266 720
401 542
359 9
9 359
714 425
167 95
694 129
666 19
504 406
661 700
666 441
374 441
699 441
661 441
426 526
168 523
525 332
602 441
674 19
332 525
332 707
500 44
664 93
664 515
199 399
264 247
264 570
264 700
200 199
833 44
93 413
280 655
487 332
525 44
526 440
430 280
399 199
290 563
493 835
523 836
8 525
498 441
499 213
7 573
573 7
133 11
362 256
93 515
555 44
291 280
291 203
720 765
183 292
451 487
822 484
565 9
141 365
9 565
441 161
504 358
510 9
11 133
440 440
7 570
440 526
694 493
129 840
129 457
570 7
526 568
249 661
133 172
133 93
661 249
172 183
172 133
430 543
129 44
129 362
129 19
700 661
290 129
543 430
93 493
332 487
558 487
486 168
44 129
133 464
133 292
9 265
247 700
265 9
19 141
141 19
544 813
19 499
292 280
358 9
707 247
573 8
292 133
457 421
602 699
602 525
12 358
358 12
700 720
293 754
570 452
510 19
661 11
661 161
425 401
705 450
65 486
202 623
133 544
817 515
526 14
694 706
426 403
623 791
706 280
835 275
544 568
543 817
403 291
486 714
843 290
655 458
458 172
440 53
399 526
419 789
789 835
515 270
183 413
232 705
292 523
523 543
563 464
256 365
562 202
425 567
567 843
14 256
664 694
600 401
401 399
844 133
585 168
276 426
543 129
813 544
450 623
484 822
487 558
602 365
14 133
487 9
249 602
544 183
133 14
7 608
530 293
172 542
689 198
207 199
441 324
93 714
714 401
7 430
451 466
161 504
161 496
249 362
12 707
280 813
608 266
362 496
374 499
374 500
374 501
374 503
374 406
374 407
374 504
374 505
374 358
374 506
419 655
213 213
332 700
14 498
699 44
419 183
183 544
183 419
426 450
426 493
608 7
201 198
201 202
700 247
198 419
14 523
14 706
523 14
655 655
569 359
199 850
359 569
419 365
246 498
720 700
44 441
292 493
280 95
168 275
275 168
65 450
450 65
129 399
664 664
399 129
249 419
419 249
11 293
11 498
11 266
11 8
674 504
11 247
12 247
655 419
822 563
9 499
266 441
498 11
836 523
498 264
197 95
247 11
8 11
95 197
707 441
608 441
496 488
280 426
700 441
11 530
573 441
720 441
93 526
93 458
183 458
183 290
183 426
720 406
563 563
266 11
498 44
11 502
183 602
441 19
700 602
421 7
441 12
249 856
440 206
714 714
183 270
183 611
7 555
65 401
265 8
544 544
11 441
608 608
515 440
568 450
19 700
499 699
543 425
293 365
358 530
568 526
294 129
499 374
525 504
290 65
65 290
450 133
450 600
529 529
452 661
264 7
602 183
529 496
608 11
602 496
661 7
526 426
8 141
458 515
526 280
813 399
813 413
813 515
813 817
813 168
813 172
813 836
813 543
813 526
813 534
813 600
813 440
813 714
813 275
813 93
813 129
813 458
813 403
813 585
570 19
569 141
661 141
754 141
555 141
608 141
265 141
358 141
360 141
265 7
498 526
264 141
293 141
699 141
264 19
19 264
573 12
141 488
526 498
44 360
504 141
176 440
141 358
525 699
129 544
172 457
249 543
823 7
823 661
7 823
829 168
95 280
543 249
213 441
504 441
247 7
7 247
168 203
486 664
568 168
168 14
608 265
558 9
506 496
9 558
206 440
707 7
293 44
293 11
141 232
44 555
44 565
232 141
249 440
600 600
856 249
530 11
440 249
270 486
406 672
608 264
426 270
426 168
426 172
426 129
426 486
426 292
426 183
172 426
486 426
206 14
14 206
543 493
292 426
493 543
264 9
674 9
167 655
493 562
493 600
562 493
666 12
290 419
7 264
12 666
290 168
133 362
168 290
199 53
700 707
500 499
500 502
500 504
674 265
44 133
275 813
450 426
44 856
425 65
265 500
655 167
256 249
529 362
266 9
9 266
856 44
266 358
500 506
523 706
706 836
856 7
570 247
7 856
500 569
500 332
500 264
198 197
198 199
198 200
198 167
198 201
198 202
198 203
198 206
198 95
198 207
430 441
440 399
440 172
440 14
172 440
213 487
249 401
401 249
506 504
213 558
9 213
265 674
232 65
602 707
206 290
290 206
430 12
430 565
425 568
600 129
421 856
856 421
358 510
358 608
358 602
358 266
358 452
358 700
487 805
674 569
247 707
526 655
176 129
526 714
426 290
19 856
65 840
65 425
65 714
65 526
206 291
291 168
707 232
232 707
290 426
563 493
458 813
570 707
413 200
452 265
53 440
674 707
407 525
426 93
451 360
543 672
401 430
401 543
401 664
401 835
93 426
452 856
168 493
526 543
426 440
213 265
500 141
200 413
440 426
232 426
256 705
265 452
294 280
206 515
206 232
206 292
585 129
280 294
14 515
515 206
419 44
419 14
44 419
14 419
264 406
264 359
266 555
266 324
266 754
265 232
9 264
213 264
543 401
232 265
569 501
183 464
421 421
290 14
608 213
426 572
661 707
856 452
362 280
362 129
706 290
232 266
266 232
419 270
419 199
419 168
419 172
419 256
419 12
419 526
466 500
249 464
623 611
141 502
466 504
44 699
419 129
358 247
129 419
529 265
265 529
856 362
856 19
14 426
264 707
419 280
264 232
232 264
167 526
292 168
425 457
425 294
425 874
425 430
425 705
425 543
425 526
425 835
425 714
425 574
425 129
425 791
425 562
425 403
823 264
419 161
430 183
526 167
183 430
430 856
93 576
450 93
413 93
421 487
362 856
498 232
401 294
401 874
401 705
401 574
401 791
498 406
498 501
498 332
498 14
714 413
167 197
161 707
499 232
499 332
332 836
600 585
362 466
232 501
457 568
457 840
457 426
457 425
611 270
498 12
498 247
9 699
9 500
9 502
9 406
9 498
9 332
9 358
332 608
12 498
457 526
840 562
856 265
504 11
358 232
358 466
358 765
232 358
608 332
247 498
466 856
856 466
167 232
167 515
11 129
515 167
11 504
8 856
93 543
856 8
280 572
280 515
167 290
167 292
232 167
452 19
700 19
506 856
19 365
292 515
207 197
197 207
661 362
362 661
12 11
504 856
451 141
249 12
543 93
611 11
11 12
500 501
500 406
458 183
249 19
141 573
141 9
264 823
856 504
141 856
856 141
183 705
499 19
466 487
466 466
611 176
11 611
198 198
426 840
452 608
608 452
292 129
840 426
11 430
232 608
232 804
265 804
426 65
200 207
506 500
515 93
53 526
53 14
53 403
53 486
141 608
12 856
291 450
457 399
256 183
661 856
12 430
856 430
430 11
213 496
176 501
7 500
7 502
7 506
649 649
232 484
452 498
498 452
413 413
246 7
7 246
817 817
430 7
529 499
699 529
529 699
856 506
565 430
602 602
525 359
359 525
168 600
266 525
706 523
525 266
458 413
458 526
399 457
440 176
266 407
602 499
466 893
359 7
419 714
8 466
466 8
264 358
426 714
452 421
452 466
452 358
358 264
232 498
499 7
276 276
246 246
496 213
487 496
167 172
498 487
249 201
201 249
172 167
141 360
362 401
93 14
332 421
14 93
674 7
141 661
291 294
290 167
264 569
452 501
452 700
452 213
572 129
161 661
661 823
413 458
129 576
129 203
611 129
573 19
9 823
486 44
486 280
486 362
458 291
291 458
486 430
486 365
19 573
421 213
457 65
266 500
256 280
573 44
506 765
280 256
765 506
506 661
161 555
161 754
452 487
486 14
362 430
526 93
265 707
452 11
11 452
232 525
9 720
9 707
720 9
457 457
292 292
19 249
246 856
840 457
450 399
450 14
14 450
19 569
324 466
141 602
569 504
504 569
720 466
720 804
802 802
249 249
466 499
466 407
466 804
466 525
529 602
529 488
856 661
200 200
674 565
464 611
249 505
172 14
197 172
754 293
293 360
360 293
498 804
14 172
498 500
661 12
12 661
12 700
167 450
93 197
563 584
556 556
280 249
14 65
700 359
611 419
457 493
568 562
562 568
332 359
515 172
359 332
359 700
856 856
129 563
563 129
856 12
526 407
661 666
568 276
493 457
419 611
666 666
19 823
666 661
407 526
504 504
246 765
544 817
817 544
506 358
294 291
358 506
504 466
129 430
430 129
823 452
93 407
280 201
201 280
754 661
264 856
611 232
232 611
661 510
264 510
510 661
488 141
488 421
488 466
488 529
488 498
12 266
266 12
562 275
526 232
183 909
232 526
65 197
65 294
65 874
65 362
65 430
65 543
65 280
65 664
65 600
65 910
65 53
65 133
65 232
65 324
65 14
65 291
65 835
65 574
65 129
65 791
450 292
413 232
292 450
525 141
141 525
515 275
569 558
451 558
674 558
823 558
856 558
840 65
504 699
504 499
504 500
504 501
504 502
504 407
504 525
504 506
672 506
324 558
12 183
176 232
232 176
183 12
840 526
291 256
275 232
526 840
129 65
201 232
232 201
95 232
141 407
562 232
232 562
249 407
294 232
823 823
765 504
359 504
413 168
413 526
413 840
413 426
413 714
413 562
413 65
909 183
611 183
562 413
161 264
912 466
499 913
466 912
909 129
168 413
573 9
912 504
44 9
840 232
426 232
44 11
419 133
198 168
129 909
168 198
562 840
498 720
720 498
674 754
161 265
332 523
707 765
440 608
608 440
504 421
7 754
562 425
562 714
765 430
585 706
95 129
95 183
7 529
183 95
11 44
529 7
674 661
95 203
265 661
707 661
206 426
232 206
543 280
451 161
451 7
754 674
754 569
464 183
249 203
913 922
450 232
168 611
611 168
275 176
275 789
275 200
275 526
275 840
275 426
275 65
426 206
9 661
332 720
823 19
573 358
823 358
765 720
700 358
765 358
291 543
526 275
484 484
823 707
823 12
823 700
12 823
700 823
504 359
707 823
674 674
440 840
529 44
840 440
407 141
265 823
294 290
8 823
666 823
823 8
823 566
674 823
568 425
823 265
290 294
324 720
440 265
936 572
572 936
484 694
913 358
14 440
14 562
562 14
280 523
265 555
661 8
661 265
611 938
938 611
542 291
14 556
8 661
199 280
280 199
14 922
450 291
19 421
291 542
936 290
674 141
291 493
206 65
543 399
822 464
822 280
822 53
484 168
498 573
213 951
951 213
500 466
161 452
488 922
573 452
572 515
956 183
488 362
183 956
430 501
700 957
249 765
280 419
44 754
183 207
183 201
183 53
493 523
707 856
720 525
563 822
913 183
293 525
765 525
183 913
249 161
573 498
9 674
19 360
558 529
700 956
291 129
951 525
167 426
568 457
936 822
936 706
936 965
936 168
936 167
936 232
936 484
936 14
936 206
936 129
833 365
406 406
141 672
525 951
265 957
957 951
957 700
951 957
951 951
44 956
44 951
44 359
44 213
44 246
44 765
44 967
44 525
44 672
44 649
44 913
856 913
207 183
913 856
525 765
525 967
525 913
957 19
176 413
176 200
176 275
176 93
232 292
232 457
65 206
499 499
291 232
232 291
823 856
856 823
499 649
12 362
425 256
922 129
452 649
957 707
951 359
951 913
515 290
213 957
649 246
957 265
246 649
183 399
167 572
362 12
572 167
913 956
913 967
129 922
957 213
270 183
7 324
951 360
44 526
526 44
292 232
19 452
11 661
11 358
11 506
11 496
496 11
11 804
19 957
246 44
246 499
292 486
608 232
608 804
608 498
430 65
506 11
957 12
529 213
822 936
822 822
358 11
11 956
358 699
358 501
498 956
498 967
93 464
129 562
562 129
464 93
563 706
573 141
488 487
956 11
922 922
246 421
836 836
7 913
856 525
856 765
510 504
922 699
922 956
922 913
922 822
168 544
201 183
12 213
649 421
526 912
11 700
11 699
256 133
487 487
11 602
543 294
840 840
430 956
500 699
956 913
823 9
12 452
486 176
183 504
912 765
141 666
493 291
9 765
661 505
556 280
493 909
602 11
197 199
525 510
957 141
951 141
498 765
707 525
168 484
441 566
498 922
406 499
699 500
529 332
401 276
93 940
440 280
280 440
856 555
840 168
666 856
168 840
529 922
167 198
167 200
167 207
466 324
358 856
141 293
141 957
141 951
856 358
19 11
707 957
232 576
912 499
913 499
294 543
913 951
672 672
922 280
922 499
666 951
956 922
129 161
161 129
498 856
856 498
172 256
403 526
280 922
19 525
93 450
822 292
450 167
421 765
856 293
573 525
293 765
569 957
457 197
457 294
197 457
570 823
856 374
856 707
856 264
823 570
232 499
957 569
856 407
466 488
525 700
913 700
525 500
829 290
856 573
569 365
504 510
922 498
426 458
569 11
12 957
992 992
992 129
699 699
562 515
183 822
426 956
213 44
172 365
332 529
856 246
856 956
765 44
440 129
922 856
856 922
359 44
498 488
359 951
293 661
661 293
293 856
486 232
506 913
232 486
141 913
183 11
543 291
232 294
291 464
291 290
291 133
291 14
529 913
11 183
12 996
996 12
265 503
506 7
833 7
7 833
649 452
487 213
506 503
358 913
11 365
440 365
506 452
458 426
496 506
452 506
503 506
913 44
484 292
292 484
183 562
294 457
562 183
488 496
572 294
510 12
487 922
649 466
499 700
922 487
249 172
256 256
466 510
129 484
484 129
141 922
765 365
265 161
65 998
65 525
65 264
65 358
65 515
65 176
909 280
506 293
294 572
503 44
466 53
765 499
913 699
292 822
488 499
563 936
458 714
563 93
93 563
956 506
956 362
499 246
458 789
487 452
93 789
498 503
246 141
504 967
430 421
936 936
922 529
168 133
44 529
7 720
7 956
7 922
7 765
403 493
699 913
133 419
833 856
292 1000
1000 232
168 822
661 440
213 720
213 573
213 602
213 266
213 332
213 525
213 452
213 700
266 213
213 823
823 213
720 213
458 543
707 213
249 833
291 93
510 499
833 249
499 510
789 458
93 291
833 833
9 957
421 365
249 421
464 450
213 8
133 600
922 53
8 213
1000 14
506 466
213 503
503 213
213 956
213 913
1000 292
265 856
496 922
661 569
720 856
856 720
232 1000
913 707
565 823
1000 206
206 1000
707 499
707 602
